__id,fecha_de_apertura,dia_de_apertura,fecha_ocurrencia_hechos,dia_ocurrencia,hora_militar_ocurrencia_hechos,conforman_unidad_domestica,fisica,verbal,economica,psicologica,sexual,genero_m_f_victima,edad_victima,victima_conflicto_armado,etnia_victima,estado_civil_victima,escolaridad_victima,corregimiento_victima,comuna_de_la_victima,barrio_victima,ocupacion_victima,no_hijos_victima,vivienda_victima,nucleo_familiar_victima,numero_hermanos_victima,genero_agresor_m_f,parentesco_frente_a_la_victima,no_de_hijos_agresor,edad_agresor,estado_civil_agresor,escolaridad_agresor,ocupacion_agresor,corregimiento_agresor,comuna_agresor,barrio,tipo_vivienda
row-mr4h.cdum~t37w,31/01/2022,lunes,30/01/2022,domingo,15:08 p.m.,si,si,si,no,si,no,masculino,37,no,no,unión libre,bachiller completo,ninguno,comuna1,molinos de comfandi,independiente,3,familiar,5,0,masculino,conyuge,4,36,unión libre,bachiller incompleto,independiente,ninguno,comuna1,molinos de comfandi,familiar
row-asuw-f8ug-949a,2022-03-01T00:00:00.000,lunes,2022-01-01T00:00:00.000,sábado,07:00 a. m.,si,si,si,no,si,no,femenino,53,no,otro,soltero(a),bachiller incompleto,rozo,comuna8,cgto rozo,independiente,1,familiar,6,1,masculino,hijo(a),0,29,soltero,bachiller incompleto,independiente,rozo,comuna8,cgto rozo,familiar
row-8qtu_zygc~kq8z,2022-03-01T00:00:00.000,lunes,2022-02-01T00:00:00.000,domingo,07:30 p. m.,no,si,si,no,si,no,femenino,27,no,ninguno,soltero(a),bachiller incompleto,rozo,comuna8,cgto rozo,desempleado,2,familiar,6,3,masculino,ex-conyuge,1,49,soltero(a),ninguno,independiente,rozo,comuna8,cgto rozo,familiar
row-yktk.pqcv_acq7,2022-07-01T00:00:00.000,viernes,28/12/2022,martes,10:00 p. m.,si,si,si,no,si,no,femenino,48,no,ninguno,soltero(a),primaria incompleta,la torre,comuna8,cgto la torre,independiente,5,propia,4,6,masculino,exconyuge,5,52,unión libre,primaria completa,empleado,la acequia,comuna8,cgto la acequia,familiar
row-me58_viiw_ysha,2022-11-01T00:00:00.000,martes,2022-09-01T00:00:00.000,domingo,01:00 p. m.,si,no,si,si,si,no,femenino,80,no,ninguna,union libre,primaria incompleta,torre,comuna 8,cgto la torre,ama de casa,7,propia,2,2,masculino,pareja,3,77,union libre,bachiller completo,pensionado,la torre,comuna8,callejon la union,familiar
row-bucv-5ubu~f955,2022-12-01T00:00:00.000,miércoles,2022-08-01T00:00:00.000,sabado,06:00 p. m.,no,no,si,no,si,no,femenino,54,no,ninguna,casado(a),bachiller incompleto,rozo,comuna 8,cgto rozo,independiente,4,familiar,2,4,masculino,hijo(a),1,34,union libre,primaria completa,independiente,rozo,comuna8,cgto rozo,familiar
row-dq59~pebd_h25e,14/01/2022,viernes,26/12/2021,domingo,01:30 a. m.,no,si,si,si,si,no,femenino,28,no,ninguna,soltera,bachiller completo,la torre,comuna8,cgto la torre,independiente,2,alquiler,2,8,masculino,ex-conyuge,1,35,soltero,tecnico,empleado,rozo,comuna8,cgto rozo,familiar
row-qa83-v67q-2q57,17/01/2022,lunes,2022-12-01T00:00:00.000,miercoles,10:00 a. m.,no,si,si,no,si,no,masculino,41,no,ninguna,soltero(a),primaria incompleta,torre,comuna8,cgto la torre,independiente,4,alquiler,5,4,femenino,exconyuge,2,28,soltero,bachiller,independiente,rozo,comuna8,cgto rozo,familiar
row-kvg8.rgwc.gjf6,17/01/2022,lunes,16/01/2022,domingo,05:00 p. m.,si,no,si,si,si,no,masculino,52,no,ninguna,casada,bachiller,rozo,comuna 8,cgto rozo,ama de casa,10,propia,3,10,masculino,casado,4,56,casado,bachiller incompleto,independiente,rozo,comuna 8,cgto rozo,familiar
row-igts.ii2g.r877,17/01/2022,lunes,2022-06-01T00:00:00.000,jueves,07:00 p. m.,no,si,si,si,si,no,femenino,35,no,ninguna,soltera,tecnico,torre,comuna 8,cgto la torre,empleada,6,alquiler,5,6,masculino,ex conyuge,1,41,soltero,primaria completa,independiente,torre,comuna 8,cgto rozo,alquilada
row-c3k6.384d~j65y,19/01/2022,miércoles,15/01/2022,sábado,no aplica,no,si,si,si,si,no,femenino,32,no,ninguno,soltero(a),tecnólogo,no aplica,no aplica,ciudad del campo,empleado,1,propia,2,0,masculino,ex-conyugue,1,7,soltero(a),primaria completa,empleado,no aplica,no aplica,ciudad del campo,propia
row-wdz2~2yzk~d552,25/01/2022,martes,no aplica,no aplica,no aplica,no,si,si,no,si,no,femenino,80,no,ninguno,soltero(a),primaria incompleta,no aplica,comuna 7,sembrador,no aplica,5,no aplica,no aplica,no aplica,masculino,hermano(a),2,10,unión libre,no aplica,no aplica,no aplica,no aplica,no aplica,no aplica
row-5n92_9pix.va9h,25/01/2022,sabado,2021-04-12T00:00:00.000,no aplica,no aplica,no,no,si,si,si,no,femenino,25,no,ninguno,unión libre,no aplica,tienda nueva,comuna 13,cgto tienda nueva,empleado,1,familiar,4,no aplica,masculino,ex-conyugue,2,no aplica,unión libre,no aplica,no aplica,tienda nueva,no aplica,las violetas,familiar
row-4w5j.zyq4-jefz,24/01/2022,lunes,24/01/2022,lunes,no aplica,no,si,si,no,no,no,femenino,32,no,ninguno,unión libre,no aplica,no aplica,comuna 14,la buitrera,empleado,2,familiar,4,4,masculino,ex-conyugue,no aplica,no aplica,unión libre,no aplica,empleado,tienda nueva,no aplica,santa maria del palmar,no aplica
row-ur9y~tpd3-d6aw,2022-12-01T00:00:00.000,miercoles,no aplica,no aplica,no aplica,no,si,si,no,si,si,femenino,30,no,ninguno,unión libre,primaria completa,no aplica,comuna 11,cgto bolo san isidro,no aplica,2,no aplica,2,no aplica,masculino,ex-conyugue,2,7,unión libre,primaria completa,independiente,no aplica,no aplica,no aplica,no aplica
row-rxxn.p2fe.j7dt,2022-02-01T00:00:00.000,lunes,no aplica,no aplica,no aplica,no,no,si,no,no,no,masculino,21,no,ninguno,soltero(a),bachiller incompleto,tienda nueva,comuna 13,cgto tienda nueva,independiente,1,familiar,2,7,femenino,hijo(a),no aplica,no aplica,no aplica,no aplica,no aplica,no aplica,no aplica,no aplica,no aplica
row-gpg2-gwc7.r3t3,2022-02-07T00:00:00.000,miércoles,no aplica,no aplica,no aplica,no,si,si,no,si,no,femenino,45,no,ninguno,divorciado(a),primaria completa,no aplica,no aplica,ciudad del campo,desempleada,2,familiar,2,no aplica,masculino,ex-conyugue,2,13,unión libre,bachiller completo,no aplica,no aplica,no aplica,no aplica,no aplica
row-aaj3.pwjj.6p3s,2022-02-15T00:00:00.000,no aplica,no aplica,no aplica,no aplica,no,si,si,no,si,no,femenino,26,no,ninguno,soltero(a),bachiller completo,no aplica,no aplica,no aplica,no aplica,2,propia,no aplica,1,masculino,ex-conyugue,4,no aplica,divorciado(a),no aplica,empleado,no aplica,no aplica,no aplica,no aplica
row-9c8j.4ayc.v5ha,2022-02-21T00:00:00.000,lunes,no aplica,no aplica,no aplica,no,si,si,no,si,no,femenino,35,no,ninguno,unión libre,bachiller completo,no aplica,no aplica,no aplica,desempleada,2,familiar,4,2,masculino,ex-conyugue,2,no aplica,soltero(a),no aplica,empleado,no aplica,no aplica,no aplica,no aplica
row-2w93_m3en_a32p,2022-02-02T00:00:00.000,miércoles,2022-01-02T00:00:00.000,martes,11:26 a.m.,si,si,si,no,si,no,femenino,33,no,no,soltero(a),tecnólogo,ninguno,comuna2,juan pablo ii,independiente,1,propia,4,0,masculino,ex-conyuge,1,29,soltero(a),bachiller incompleto,independiente,ninguno,comuna2,juan pablo ii,familiar
row-kjt9-rwj9-si6z,2022-02-03T00:00:00.000,jueves,31/01/2022,lunes,22:00 p.m.,si,no,si,no,si,no,femenino,44,no,no,soltero(a),técnico,ninguno,comuna2,los samanes,independiente,2,alquilada,2,0,masculino,ex-conyuge,2,51,soltero(a),pregrado,independiente,ninguno,comuna3,santa ana,familiar
row-487d.ickg.qbg8,2022-02-03T00:00:00.000,jueves,30/01/2022,domingo,12:00 a.m.,si,si,si,no,si,no,femenino,52,no,no,soltero(a),bachiller completo,ninguno,comuna1,palo verde zamorano,independiente,2,propia,3,0,masculino,hijo(a),0,30,soltero(a),primaria incompleta,independiente,ninguno,comuna1,palo verde zamorano,familiar
row-95qn-jkk2.by6u,2022-02-04T00:00:00.000,viernes,2022-04-02T00:00:00.000,viernes,12:00 a.m.,si,si,si,no,si,no,femenino,0,no,no,soltero(a),primaria incompleta,ninguno,comuna1,zamorano,independiente,0,propia,2,0,masculino,ex-conyuge,0,0,soltero(a),primaria incompleta,independiente,ninguno,comuna1,la carbonera,familiar
row-7385.fesn_gjpz,2022-02-04T00:00:00.000,viernes,2022-02-02T00:00:00.000,miércoles,13:56 p.m.,si,si,si,no,si,no,masculino,24,no,no,soltero(a),primaria incompleta,ninguno,comuna1,zamorano,independiente,2,propia,2,0,femenino,ex-conyuge,2,27,soltero(a),primaria incompleta,independiente,ninguno,comuna1,palo verde zamorano,familiar
row-d3f9-8smd-7e4u,2022-02-07T00:00:00.000,lunes,28/01/2022,viernes,08:54 a. m.,si,no,si,si,si,no,masculino,46,no,no,soltero(a),tecnólogo,ninguno,comuna2,urb. villa claudia,independiente,1,propia,3,0,masculino,conyuge,2,40,soltero(a),bachiller completo,independiente,ninguno,comuna2,urb. villa claudia,familiar
row-mdbp-ie7n_smwb,2022-02-07T00:00:00.000,lunes,2022-04-02T00:00:00.000,viernes,14:59 p.m.,si,no,si,si,si,no,femenino,54,no,no,soltero(a),primaria incompleta,ninguno,comuna1,ignacio torres,independiente,1,propia,5,0,masculino,hijo(a),0,16,soltero(a),primaria incompleta,independiente,ninguno,comuna1,ignacio torres,familiar
row-6evm_q69i.3yme,2022-02-08T00:00:00.000,martes,2022-02-02T00:00:00.000,miércoles,8:53 a.m.,si,si,si,no,si,no,femenino,31,no,no,soltero(a),bachiller completo,ninguno,comuna1,urb. beltrán porvenir,independiente,1,propia,5,0,masculino,ex-conyuge,1,24,soltero(a),primaria incompleta,desempleado,ninguno,comuna1,cali,familiar
row-uzry-7fys.eg88,2022-02-11T00:00:00.000,viernes,2022-11-02T00:00:00.000,viernes,13:29 p.m.,si,si,si,no,si,no,femenino,38,no,no,unión libre,bachiller incompleto,ninguno,comuna1,simón bolívar,independiente,2,propia,3,0,masculino,hijo(a),0,23,soltero(a),primaria incompleta,desempleado,ninguno,comuna1,simón bolívar,familiar
row-7chh~673b-bnwa,2022-02-14T00:00:00.000,lunes,2022-12-02T00:00:00.000,sábado,09:40 a. m.,si,si,si,no,si,no,femenino,65,no,no,viudo(a),bachiller incompleto,ninguno,comuna1,coronado,independiente,0,propia,2,0,masculino,hijo(a),0,0,soltero(a),primaria incompleta,desempleado,ninguno,comuna1,coronado,familiar
row-ewd3_8j9b~fn3w,2022-02-15T00:00:00.000,martes,27/01/2022,jueves,14:01 p.m.,si,si,si,no,si,no,femenino,24,no,no,unión libre,primaria incompleta,ninguno,comuna1,coronado,independiente,2,propia,3,0,masculino,ex-conyuge,1,25,unión libre,primaria incompleta,desempleado,ninguno,comuna7,barrio nuevo,familiar
row-4xca.5div~q6y3,2022-02-17T00:00:00.000,jueves,2021-06-12T00:00:00.000,lunes,22:00 p.m.,si,si,si,no,si,no,femenino,33,no,no,soltero(a),pregrado,ninguno,comuna1,zamorano,independiente,1,familiar,2,0,masculino,ex-conyuge,2,32,unión libre,tecnólogo,independiente,ninguno,comuna3,la emilia,alquilada
row-ausb-eac8-mbqm,2022-02-17T00:00:00.000,jueves,18/12/2021,domingo,11:40 a.m.,si,si,si,no,si,no,femenino,38,no,si,unión libre,primaria completa,ninguno,comuna1,molinos de cien,independiente,2,propia,4,0,masculino,conyuge,2,39,unión libre,primaria incompleta,independiente,ninguno,comuna1,molinos de cien,alquilada
row-bqqm~xs4r~hd6i,2022-02-17T00:00:00.000,jueves,2021-08-12T00:00:00.000,martes,17:48 p.m.,si,si,si,no,si,no,femenino,20,no,si,soltero(a),bachiller completo,ninguno,comuna3,llanogrande,independiente,1,alquilada,3,0,masculino,ex-conyuge,1,21,soltero(a),bachiller completo,independiente,ninguno,comuna4,bizerta,propia
row-suz2-b8pn~kp32,2022-02-17T00:00:00.000,jueves,2021-11-12T00:00:00.000,viernes,9:20 a.m.,si,si,si,no,si,no,femenino,39,no,no,soltero(a),bachiller completo,ninguno,comuna1,harold eder,independiente,0,propia,3,0,masculino,ex-conyuge,0,53,soltero(a),primaria incompleta,independiente,ninguno,comuna1,harold eder,alquilada
row-sngk_7q7a~3244,2022-02-17T00:00:00.000,jueves,2021-11-12T00:00:00.000,viernes,16:15 p.m,si,si,si,no,si,no,femenino,34,no,no,soltero(a),técnico,ninguno,comuna1,zamorano,independiente,3,alquilada,5,0,masculino,conyuge,5,42,casado(a),bachiller incompleto,independiente,ninguno,comuna1,zamorano,alquilada
row-75p7-j3cz-xm6f,2022-02-17T00:00:00.000,jueves,2021-06-12T00:00:00.000,domingo,13:54 p.m.,si,si,si,no,si,no,masculino,46,no,no,soltero(a),pregrado,ninguno,comuna2,poblado comfaunión,independiente,5,propia,4,0,femenino,ex-conyuge,2,24,soltero(a),técnico,independiente,ninguno,comuna1,hugo varela,alquilada
row-hxmt-3vt2-ngkn,2022-02-17T00:00:00.000,jueves,2022-12-02T00:00:00.000,sábado,13:42 p.m.,si,si,si,si,si,no,femenino,14,no,no,soltero(a),primaria incompleta,ninguno,comuna1,zamorano,independiente,0,familiar,5,0,masculino,ex-conyuge,1,33,soltero(a),bachiller completo,independiente,ninguno,comuna1,el porvenir,familiar
row-qd4u~4qax.7hqq,2022-02-18T00:00:00.000,viernes,14/02/2022,lunes,8:55 a.m.,si,si,si,no,si,no,femenino,26,no,no,unión libre,técnico,ninguno,comuna2,portal de las palmas,independiente,1,propia,2,0,masculino,ex-conyuge,2,55,unión libre,primaria incompleta,independiente,ninguno,comuna3,olímpico,familiar
row-yi78.krav.34ff,2022-02-21T00:00:00.000,lunes,20/02/2022,domingo,11:00 a.m.,si,si,si,no,si,no,femenino,44,no,no,soltero(a),bachiller completo,ninguno,comuna2,alameda,independiente,2,propia,3,0,masculino,ex-conyuge,2,25,soltero(a),primaria incompleta,desempleado,ninguno,comuna1,zamorano,familiar
row-cbdm-rgxg~cwtc,2022-02-21T00:00:00.000,lunes,20/02/2022,domingo,12:00 a.m.,si,si,si,no,si,no,femenino,66,no,no,soltero(a),primaria incompleta,ninguno,comuna1,urb. villa diana,independiente,1,propia,3,0,masculino,ex-conyuge,1,29,soltero(a),primaria incompleta,desempleado,ninguno,comuna1,urb. villa diana,familiar
row-bx4e~kz2m~vxfx,2022-02-21T00:00:00.000,lunes,18/02/2022,viernes,13:21 p.m.,si,si,si,no,si,no,femenino,28,no,no,unión libre,bachiller incompleto,ninguno,comuna1,reservas de zamorano,independiente,1,propia,2,0,masculino,ex-conyuge,1,33,soltero(a),primaria incompleta,independiente,ninguno,comuna1,no,familiar
row-mtcw.5kzy~s224,2022-02-24T00:00:00.000,jueves,2022-02-02T00:00:00.000,miércoles,11:03 a.m.,si,si,si,no,si,no,femenino,26,no,no,soltero(a),bachiller completo,ninguno,comuna1,el progreso,independiente,1,propia,2,0,masculino,conyuge,1,25,unión libre,primaria incompleta,desempleado,ninguno,comuna1,el progreso,familiar
row-j5xm.is8c-ptxj,2022-02-25T00:00:00.000,viernes,19/02/2022,sábado,11:36 a.m.,si,si,si,no,si,no,masculino,20,no,no,soltero(a),bachiller incompleto,ninguno,comuna1,caimitos,independiente,1,propia,2,0,femenino,ex-conyuge,1,17,soltero(a),bachiller incompleto,independiente,ninguno,comuna1,simon bolívar,familiar
row-xqeu~p9y4~qbge,2022-02-25T00:00:00.000,viernes,21/02/2022,lunes,02:42 p. m.,si,si,si,no,si,no,femenino,46,no,si,soltero(a),bachiller incompleto,ninguno,comuna1,reservas de zamorano,independiente,2,propia,3,0,masculino,conyuge,0,48,soltero(a),primaria incompleta,independiente,ninguno,comuna1,reservas de zamorano,familiar
row-3d9j-n96u-d5jh,2022-02-25T00:00:00.000,viernes,19/02/2022,sábado,03:51 p. m.,si,no,si,no,si,no,femenino,20,no,no,soltero(a),bachiller incompleto,ninguno,comuna1,caimitos,estudiante,0,propia,2,0,femenino,hermano(a),0,24,soltero(a),primaria incompleta,desempleado,ninguno,comuna1,caimitos,familiar
row-gu9v.8abk_ch3p,2022-02-28T00:00:00.000,lunes,28/02/2022,lunes,12:00 a.m.,si,si,si,no,si,no,femenino,77,no,no,soltero(a),primaria incompleta,ninguno,comuna1,zamorano,independiente,2,propia,2,0,masculino,hijo(a),0,54,soltero(a),primaria incompleta,desempleado,ninguno,comuna1,zamorano,familiar
row-weym.mmpk.8met,2022-02-01T00:00:00.000,martes,30/01/2022,domingo,13:43 p.m.,si,si,si,no,si,no,femenino,37,no,no,soltero(a),bachiller completo,potrerillo,comuna16,no,independiente,1,familiar,2,0,masculino,ex-conyuge,0,22,soltero(a),bachiller incompleto,independiente,potrerillo,comuna16,no,alquilada
row-8jmh.5i5z~qzn9,2022-02-03T00:00:00.000,jueves,2022-03-02T00:00:00.000,jueves,12:00 m,si,si,si,no,si,no,masculino,77,no,no,unión libre,primaria incompleta,ninguno,comuna7,guayacanes,pensionado,5,familiar,2,0,femenino,conyuge,2,0,unión libre,técnico,independiente,ninguno,comuna7,guayacanes,alquilada
row-7zzv_rsm7-f76y,2022-02-03T00:00:00.000,jueves,2022-03-02T00:00:00.000,jueves,16:32 p.m.,si,no,si,no,si,no,masculino,70,no,no,unión libre,primaria incompleta,ninguno,comuna3,la emilia,pensionado,4,familiar,0,0,masculino,hijo(a),0,0,soltero(a),primaria incompleta,independiente,ninguno,comuna3,la emilia,familiar
row-xi7g~rzje_mv4b,2022-02-03T00:00:00.000,jueves,2022-03-02T00:00:00.000,jueves,14:45 p.m.,si,si,si,no,si,no,masculino,34,no,no,unión libre,bachiller completo,ninguno,comuna2,poblado comfaunión,independiente,1,alquilada,5,0,femenino,ex-conyuge,1,24,soltero(a),bachiller completo,empleado,ninguno,comuna3,llanos de la rivera,alquilada
row-uwza.768y-p5cg,2022-02-08T00:00:00.000,martes,24/12/2021,viernes,23:44 p.m.,si,si,si,no,si,no,femenino,16,no,no,soltero(a),primaria incompleta,ninguno,comuna7,las américas,estudiante,0,familiar,2,0,masculino,ex-conyuge,0,25,soltero(a),técnico,estudiante,ninguno,comuna7,el sembrador,alquilada
row-z42w_panx-knei,2022-02-09T00:00:00.000,miércoles,2021-04-02T00:00:00.000,viernes,22:54 a.m.,si,si,si,no,si,no,masculino,35,no,no,soltero(a),pregrado,ninguno,comuna2,"urb, versalles",independiente,2,alquilada,2,1,femenino,ex-conyuge,1,31,soltero(a),técnico,independiente,ninguno,comuna5,los sauces,familiar
row-6jd6_gv5m_qvu6,2022-02-11T00:00:00.000,viernes,2022-07-01T00:00:00.000,viernes,9:47 a..m.,si,si,si,no,si,no,femenino,51,no,no,soltero(a),primaria incompleta,ninguno,comuna1,zamorano,independiente,5,familiar,2,0,masculino,hijo(a),0,24,soltero(a),técnico,desempleado,ninguno,comuna7,recreo,alquilada
row-nvev-2ffp-gm2h,2022-02-11T00:00:00.000,viernes,2022-07-01T00:00:00.000,viernes,9:47 a..m.,si,si,si,no,si,no,femenino,25,no,no,soltero(a),primaria completa,ninguno,comuna1,bosques del eden,independiente,2,alquilada,9,0,masculino,ex-conyuge,0,23,soltero(a),primaria incompleta,desempleado,ninguno,comuna1,bosques del eden,alquilada
row-gvqc~qzt6.q72r,2022-02-14T00:00:00.000,lunes,14/02/2022,lunes,15:30 p.m.,si,si,si,no,si,no,femenino,22,no,no,soltero(a),bachiller completo,ninguno,comuna4,colombia,independiente,1,familiar,6,0,masculino,ex-conyuge,1,23,soltero(a),bachiller completo,independiente,ninguno,comuna7,laas américas,alquilada
row-ujd3-h5z6~9fsk,2022-02-15T00:00:00.000,martes,15/02/2022,martes,15:30 p.m.,si,si,si,no,si,no,femenino,24,no,no,soltero(a),técnico,ninguno,comuna3,la emilia,empleado,0,familiar,4,1,masculino,ex-conyuge,0,27,soltero(a),primaria incompleta,independiente,ninguno,comuna1,zamorano,familiar
row-2krn-nkq5_2bxk,2022-02-17T00:00:00.000,jueves,17/02/2022,jueves,16:10 p.m.,si,si,si,no,si,no,femenino,47,no,no,soltero(a),bachiller completo,ninguno,comuna1,villa del rosario,independiente,3,familiar,5,0,masculino,hijo(a),1,24,soltero(a),bachiller completo,independiente,ninguno,comuna3,la emilia,alquilada
row-udet-ztxd.r5ts,2022-02-18T00:00:00.000,viernes,18/02/2022,viernes,8:55 a.m.,si,si,si,no,si,no,masculino,41,no,no,casado(a),postgrado,ninguno,comuna3,pomona,independiente,2,propia,4,10,femenino,conyuge,2,43,casado(a),técnico,independiente,ninguno,comuna3,el prado,propia
row-gcmx-ap4s_e5fz,2022-02-21T00:00:00.000,lunes,2022-11-02T00:00:00.000,viernes,11:30 a.m.,si,si,si,no,si,no,femenino,39,no,no,unión libre,técnico,juanchito,comuna10,ciudad delcampo,independiente,3,familiar,3,1,masculino,hijo(a),1,22,soltero(a),primaria completa,independiente,juanchito,comuna10,ciudad delcampo,familiar
row-krep-6qm5-fn5p,2022-02-22T00:00:00.000,martes,20/02/2022,jueves,9:40 a.m.,si,si,si,no,si,no,femenino,36,no,no,casado(a),bachiller completo,ninguno,comuna7,urbanización papayal,independiente,3,alquilada,5,0,masculino,hermano(a),1,42,soltero(a),técnico,empleado,ninguno,comuna2,berlín,familiar
row-9wte.ya2h.eedm,2022-02-22T00:00:00.000,martes,21/02/2022,lunes,15:41 p.m,si,si,si,no,si,no,femenino,39,no,afro,soltero(a),bachiller completo,ninguno,comuna3,la emilia,independiente,2,familiar,6,2,masculino,ex-conyuge,0,24,soltero(a),bachiller incompleto,desempleado,bolo italia,comuna11,no,familiar
row-2gcu_3tdm_6n7y,2022-02-23T00:00:00.000,miércoles,23/02/2022,miércoles,9:30 a.m.,si,si,si,no,si,no,femenino,29,no,afro,soltero(a),técnico,ninguno,comuna7,los guayacanes,empleado,0,alquilada,2,0,masculino,ex-conyuge,1,32,unión libre,bachiller completo,independiente,juanchito,comuna10,urb. pereira,alquilada
row-g49a.mg2x~rm5c,2022-02-24T00:00:00.000,jueves,24/02/2022,jueves,12:00 m,si,no,si,no,si,no,femenino,0,no,no,casado(a),primaria incompleta,ninguno,comuna5,san josé,independiente,0,propia,2,0,femenino,ex-conyuge,0,0,soltero(a),primaria incompleta,independiente,ninguno,comuna5,san josé,propia
row-g9vv.8km7~7yda,2022-02-24T00:00:00.000,jueves,24/02/2022,jueves,16:23 p.m.,si,no,si,no,si,no,femenino,74,no,no,viudo(a),primaria completa,ninguno,comuna7,paseo de la italia,independiente,3,propia,2,0,masculino,hijo(a),1,50,soltero(a),bachiller completo,independiente,ninguno,comuna7,paseo de la italia,propia
row-jm9r~mqxz_qgwj,2022-02-25T00:00:00.000,jueves,2022-11-01T00:00:00.000,martes,16:40 p.m.,si,si,si,no,si,no,femenino,40,no,no,soltero(a),bachiller completo,ninguno,comuna7,sesquicentenario,empleado,3,familiar,6,0,masculino,ex-conyuge,1,29,soltero(a),bachiller completo,empleado,ninguno,comuna2,villa claudia,alquilada
